supply_air_temp,supply_air_mass_flowrate,north_wall_temperature,west_wall_temperature,south_wall_temperature,south_window_temperature,east_wall_temperature,east_window_temperature,floor_temperature,ceiling_temperature,number_occupants,occupant_x_coordinate,occupant_y_coordinate,ambient_temperature_occupant_experiences
16,0.09,25,25,25,23,25,23,25,25,12,2.18,2.57,24.54969745
18,0.31,26,26,26,25,26,31,27,26,12,2.18,2.57,24.45901665
18,0.3,26,26,27,23,27,25,26,27,12,2.18,2.57,24.74012878
18,0.03,23,23,22,20,22,22,23,23,12,2.18,2.57,23.71480132
14,0.04,25,26,25,23,25,26,25,25,12,2.18,2.57,25.10891568
13,0.11,25,25,25,22,26,22,25,25,12,2.18,2.57,23.98494726
25,0.07,21,21,21,14,20,14,21,21,12,2.18,2.57,22.31888534
15,0.1,24,24,24,24,24,22,23,23,12,2.18,2.57,23.48111203
17,0.24,26,27,27,35,27,24,26,25,12,2.18,2.57,24.25521613
13,0.01,22,23,20,20,21,23,23,22,12,2.18,2.57,23.41060982
18,0.29,26,26,26,29,26,30,26,26,12,2.18,2.57,24.48718309
13,0.18,26,26,26,27,27,35,27,27,12,2.18,2.57,24.32753142
16,0.09,26,26,26,22,26,23,26,26,12,2.18,2.57,25.0076324
12,0.05,24,25,23,25,24,29,25,24,12,2.18,2.57,24.32804976
11,0.07,25,26,25,19,26,27,27,25,12,2.18,2.57,24.37144505
13,0.06,25,25,25,25,25,25,25,25,12,2.18,2.57,24.63799973
13,0.08,24,25,25,20,25,20,23,23,12,2.18,2.57,22.91264056
21,0.29,25,26,25,25,25,25,25,26,12,2.18,2.57,24.98942114
16,0.23,26,27,27,33,28,29,27,27,12,2.18,2.57,24.8717536
18,0.28,26,27,28,34,27,24,27,26,12,2.18,2.57,25.06902361
13,0.04,24,25,25,23,27,21,23,23,12,2.18,2.57,23.90702749
24,0.07,21,21,20,17,20,16,20,20,12,2.18,2.57,22.03513941
17,0.03,22,22,21,18,21,18,22,22,12,2.18,2.57,22.71213148
17,0.31,26,27,28,33,28,25,26,26,12,2.18,2.57,24.22799233
13,0.13,26,27,27,26,28,27,26,27,12,2.18,2.57,24.72849123
17,0.31,26,27,27,25,28,30,27,27,12,2.18,2.57,24.64421684
13,0.08,25,26,26,25,26,25,25,25,12,2.18,2.57,24.63393907
16,0.31,27,27,28,33,28,26,27,27,12,2.18,2.57,24.54515948
13,0.2,26,26,27,27,27,33,27,27,12,2.18,2.57,24.22083551
11,0.11,26,26,26,21,27,26,27,26,12,2.18,2.57,24.04119011
14,0.13,26,26,27,26,26,26,25,26,12,2.18,2.57,24.38690551
15,0.21,26,26,27,29,28,27,26,26,12,2.18,2.57,24.00373001
19,0.03,22,22,21,18,21,18,21,22,12,2.18,2.57,22.66812567
13,0.06,25,26,27,26,27,22,25,25,12,2.18,2.57,24.93365002
19,0.3,25,26,25,24,25,30,26,26,12,2.18,2.57,24.5310692
13,0.2,26,26,27,28,28,29,26,27,12,2.18,2.57,23.9881561
11,0.11,22,22,21,19,21,19,22,22,12,2.18,2.57,21.23172973
13,0.16,26,26,27,27,27,34,27,27,12,2.18,2.57,24.6250888
13,0.15,26,27,28,27,28,29,27,27,12,2.18,2.57,24.67444044
13,0.21,27,27,28,27,28,27,27,27,12,2.18,2.57,24.03096168
13,0.1,25,25,26,26,26,23,25,25,12,2.18,2.57,24.09328448
13,0.22,26,26,27,29,28,29,26,27,12,2.18,2.57,23.86919338
13,0.15,26,26,27,26,27,27,26,27,12,2.18,2.57,24.36171373
15,0.08,25,25,25,25,25,25,25,26,12,2.18,2.57,24.77741618
25,0.08,21,21,20,16,20,16,20,21,12,2.18,2.57,22.25647054
27,0.03,22,23,20,17,20,23,22,21,12,2.18,2.57,23.22981233
12,0.05,25,25,25,22,25,22,25,25,12,2.18,2.57,24.3710249
13,0.16,26,26,26,28,27,29,26,26,12,2.18,2.57,24.14843495
17,0.03,22,23,21,15,21,25,23,22,12,2.18,2.57,23.03492161
11,0.09,25,26,27,29,26,21,25,25,12,2.18,2.57,24.21058615
12,0.1,22,22,20,19,20,19,21,21,12,2.18,2.57,21.00759155
13,0.28,27,28,29,37,29,28,28,27,12,2.18,2.57,24.32556633
13,0.12,26,26,27,26,26,26,25,26,12,2.18,2.57,24.48694658
24,0.08,20,21,20,12,20,13,20,20,12,2.18,2.57,21.50387889
13,0.11,26,26,26,25,26,30,26,26,12,2.18,2.57,24.5633897
13,0.09,24,25,25,21,25,21,24,24,12,2.18,2.57,23.45661829
17,0.25,26,26,27,26,26,25,26,26,12,2.18,2.57,24.28245807
18,0.18,25,26,25,24,25,24,25,26,12,2.18,2.57,24.41951777
25,0.08,21,21,20,16,20,16,20,21,12,2.18,2.57,22.25647054
14,0.23,26,27,27,24,28,26,27,27,12,2.18,2.57,23.84936031
13,0.16,26,27,27,27,28,33,27,27,12,2.18,2.57,24.58213641
13,0.12,25,26,25,27,26,28,26,25,12,2.18,2.57,24.31386149
13,0.14,26,27,27,26,28,28,27,27,12,2.18,2.57,24.86187604
17,0.28,26,27,27,28,27,25,27,27,12,2.18,2.57,24.45953994
14,0.23,26,26,27,29,27,30,26,27,12,2.18,2.57,24.01670683
18,0.31,26,26,26,26,26,26,26,26,12,2.18,2.57,24.34356071
13,0.13,26,26,28,27,27,26,26,26,12,2.18,2.57,24.44280147
16,0.22,26,27,28,31,27,23,26,26,12,2.18,2.57,24.35387454
14,0.08,25,26,26,25,25,27,25,26,12,2.18,2.57,24.88201298
18,0.28,26,27,27,28,28,25,26,26,12,2.18,2.57,24.37013373
13,0.04,25,25,25,23,26,22,25,25,12,2.18,2.57,24.84970406
21,0.23,25,25,25,25,25,25,25,26,12,2.18,2.57,25.0454993
16,0.01,22,22,22,18,22,18,22,22,12,2.18,2.57,23.07991518
18,0.07,21,21,21,16,20,16,21,21,12,2.18,2.57,21.67708712
13,0.18,27,27,29,30,28,29,26,27,12,2.18,2.57,24.4632936
19,0.01,22,24,23,15,23,15,22,22,12,2.18,2.57,23.11989382
20,0.28,25,26,25,25,25,25,25,26,12,2.18,2.57,24.8632009
19,0.03,24,24,23,19,22,26,24,24,12,2.18,2.57,24.5484745
15,0.11,26,26,25,24,26,31,27,26,12,2.18,2.57,25.08354387
13,0.13,26,26,28,26,27,27,26,26,12,2.18,2.57,24.56782783
13,0.14,26,26,27,31,28,31,26,27,12,2.18,2.57,24.74363765
18,0.19,26,26,25,23,25,30,26,26,12,2.18,2.57,24.56728133
20,0.04,24,24,23,21,23,21,24,24,12,2.18,2.57,24.58475099
13,0.18,26,26,27,29,28,30,26,27,12,2.18,2.57,24.17744094
21,0.08,25,25,25,23,25,25,25,25,12,2.18,2.57,25.36672524
13,0.14,26,26,28,30,27,28,26,26,12,2.18,2.57,24.39895512
23,0.09,20,20,19,14,19,13,20,20,12,2.18,2.57,21.37473911
20,0.03,24,24,23,20,23,21,24,24,12,2.18,2.57,24.61406474
18,0.31,26,27,27,24,28,24,27,27,12,2.18,2.57,24.89280054
16,0.27,26,27,28,34,27,24,27,26,12,2.18,2.57,24.28047554
13,0.11,26,26,27,24,28,24,27,26,12,2.18,2.57,24.84777059
18,0.03,22,22,21,17,21,20,22,22,12,2.18,2.57,22.76976176
25,0.04,22,23,20,18,20,17,22,21,12,2.18,2.57,23.07361661
16,0.14,25,25,25,23,25,29,26,26,12,2.18,2.57,24.50437418
13,0.07,22,22,22,18,22,16,21,21,12,2.18,2.57,21.40779424
19,0.14,25,25,25,23,25,23,25,25,12,2.18,2.57,24.65209414
15,0.07,22,22,22,17,22,17,21,22,12,2.18,2.57,21.87811574
14,0.07,25,25,25,21,25,21,25,25,12,2.18,2.57,24.15688651
12,0.05,24,25,26,27,25,22,24,24,12,2.18,2.57,24.07403631
18,0.01,22,22,21,18,21,18,21,21,12,2.18,2.57,22.59973818
13,0.09,26,26,27,26,27,26,25,26,12,2.18,2.57,24.71013391
16,0.21,26,26,25,24,26,31,27,26,12,2.18,2.57,24.38400801
17,0.06,21,21,21,16,21,16,21,21,12,2.18,2.57,21.75739169
16,0.31,26,27,27,34,27,24,27,26,12,2.18,2.57,24.10184217
14,0.1,25,25,25,23,25,22,24,25,12,2.18,2.57,24.02186148
14,0.13,26,26,27,26,27,23,27,26,12,2.18,2.57,24.88509807
13,0.09,22,22,22,16,22,16,22,22,12,2.18,2.57,21.5343048
13,0.17,26,27,28,34,28,29,27,27,12,2.18,2.57,24.72546711
13,0.08,24,24,25,20,24,20,24,24,12,2.18,2.57,23.25243047
13,0.07,25,26,27,25,26,24,25,25,12,2.18,2.57,24.60989966
19,0.13,25,26,27,23,26,23,25,25,12,2.18,2.57,24.89033281
12,0.11,21,21,21,18,21,18,21,21,12,2.18,2.57,20.79046231
18,0.31,26,26,27,26,28,32,27,27,12,2.18,2.57,24.97105887
13,0.19,26,26,26,27,27,32,27,27,12,2.18,2.57,24.02966454
17,0.21,26,27,27,25,27,24,26,26,12,2.18,2.57,24.51861607
14,0.11,22,22,21,16,21,14,21,21,12,2.18,2.57,21.01797116
18,0.18,26,26,26,24,26,24,25,26,12,2.18,2.57,24.57868603
17,0.21,26,26,27,23,27,26,26,26,12,2.18,2.57,24.23845894
13,0.21,26,27,27,28,27,28,27,27,12,2.18,2.57,24.11384387
13,0.12,26,26,26,29,27,31,26,26,12,2.18,2.57,24.91240493
15,0.08,25,25,25,21,24,21,25,25,12,2.18,2.57,24.17955891
19,0.29,26,27,28,31,27,25,26,26,12,2.18,2.57,24.88010963
18,0.03,24,24,23,19,23,19,23,23,12,2.18,2.57,23.93495354
14,0.16,26,27,27,28,28,26,26,26,12,2.18,2.57,24.26821771
13,0.18,26,27,27,29,27,29,26,27,12,2.18,2.57,24.2328283
11,0.11,25,26,27,29,27,21,27,25,12,2.18,2.57,24.30236204
19,0.25,25,25,26,31,26,25,25,25,12,2.18,2.57,24.34320956
20,0.28,26,26,27,30,26,25,26,25,12,2.18,2.57,24.7148524
13,0.15,26,26,28,28,27,28,26,27,12,2.18,2.57,24.51084988
19,0.31,26,27,28,27,28,24,26,26,12,2.18,2.57,24.63630845
16,0.12,25,26,26,22,27,23,25,25,12,2.18,2.57,24.41181882
14,0.05,25,25,25,21,25,21,24,25,12,2.18,2.57,24.43691082
17,0.29,26,27,27,29,27,23,27,26,12,2.18,2.57,24.441243
13,0.16,26,26,28,28,27,28,26,26,12,2.18,2.57,24.25712591
13,0.25,27,27,29,34,29,31,27,27,12,2.18,2.57,24.07130249
15,0.24,27,27,28,28,27,24,27,27,12,2.18,2.57,24.21493046
13,0.09,25,25,25,25,25,26,25,25,12,2.18,2.57,24.27710375
16,0.09,21,21,21,17,21,17,21,21,12,2.18,2.57,21.39296613
11,0.1,22,23,22,18,23,16,22,22,12,2.18,2.57,21.4993069
13,0.11,26,26,26,27,27,31,26,26,12,2.18,2.57,24.76120668
13,0.2,26,27,28,33,28,29,27,27,12,2.18,2.57,24.32936932
16,0.26,26,26,26,28,28,31,26,26,12,2.18,2.57,24.00601625
26,0.07,21,22,21,13,21,13,21,21,12,2.18,2.57,22.37300358
12,0.11,22,22,22,18,22,15,22,21,12,2.18,2.57,21.08605387
17,0.31,26,27,28,32,27,25,27,26,12,2.18,2.57,24.35355522
13,0.23,27,27,28,31,28,30,26,27,12,2.18,2.57,23.97765982
18,0.26,26,26,26,26,26,26,25,26,12,2.18,2.57,24.27511571
18,0.31,26,26,27,29,27,26,26,26,12,2.18,2.57,24.41780928
26,0.08,21,21,21,15,21,14,20,20,12,2.18,2.57,22.11442212
17,0.21,25,26,27,33,27,24,26,25,12,2.18,2.57,24.36257513
18,0.26,26,26,27,27,27,26,26,26,12,2.18,2.57,24.55183373
15,0.19,26,26,26,26,27,32,27,27,12,2.18,2.57,24.44523058
13,0.2,27,27,28,29,28,28,27,27,12,2.18,2.57,24.51949408
14,0.07,22,22,21,17,21,17,21,21,12,2.18,2.57,21.49446619
13,0.05,25,25,24,21,25,28,25,25,12,2.18,2.57,24.58416212
16,0.13,25,26,25,31,25,24,26,25,12,2.18,2.57,24.55108038
14,0.05,25,25,25,22,25,22,24,25,12,2.18,2.57,24.55047308
13,0.15,26,27,27,26,28,29,27,27,12,2.18,2.57,24.63901865
17,0.17,25,25,25,23,25,34,26,26,12,2.18,2.57,24.50088136
17,0.04,22,22,21,17,21,17,21,21,12,2.18,2.57,22.16324609
13,0.16,26,27,27,30,29,33,27,27,12,2.18,2.57,24.84375269
20,0.03,24,24,25,20,24,20,24,24,12,2.18,2.57,24.76459999
14,0.03,24,25,24,29,24,23,24,24,12,2.18,2.57,24.86708658
13,0.17,26,26,27,28,27,28,26,27,12,2.18,2.57,24.2622351
13,0.17,26,26,27,30,27,29,26,27,12,2.18,2.57,24.31649199
13,0.1,25,25,24,22,24,24,25,25,12,2.18,2.57,23.91191273
13,0.06,25,26,27,21,26,21,24,25,12,2.18,2.57,24.24517738
18,0.31,26,26,27,25,27,26,26,27,12,2.18,2.57,24.43922259
13,0.13,26,26,27,27,27,27,26,27,12,2.18,2.57,24.63866223
15,0.04,24,24,23,26,23,23,24,24,12,2.18,2.57,24.39285883
16,0.25,26,27,27,28,27,24,27,27,12,2.18,2.57,24.54128184
25,0.08,21,21,20,17,20,14,20,20,12,2.18,2.57,22.07730331
15,0.2,26,26,26,28,27,29,26,26,12,2.18,2.57,24.23459556
20,0.28,25,26,28,26,28,24,25,25,12,2.18,2.57,24.51930591
17,0.03,22,23,22,26,22,21,23,22,12,2.18,2.57,23.73073364
13,0.01,22,24,21,22,21,16,22,21,12,2.18,2.57,23.08139943
21,0.1,20,20,19,13,19,13,20,20,12,2.18,2.57,21.09952262
16,0.27,26,26,26,26,27,35,27,27,12,2.18,2.57,24.46814007
14,0.25,27,27,28,33,28,26,28,27,12,2.18,2.57,24.38951525
20,0.3,26,26,27,22,27,25,27,26,12,2.18,2.57,25.34206109
18,0.01,23,23,22,19,22,19,22,22,12,2.18,2.57,23.45790469
17,0.22,26,26,26,24,26,24,25,26,12,2.18,2.57,24.22299576
14,0.08,25,25,25,25,25,27,25,26,12,2.18,2.57,24.77994661
12,0.02,24,24,24,21,24,21,24,24,12,2.18,2.57,24.46610766
16,0.19,26,26,26,26,26,26,25,26,12,2.18,2.57,24.18509834
13,0.1,26,26,26,28,26,29,26,26,12,2.18,2.57,24.91695679
22,0.08,20,20,19,15,19,15,20,20,12,2.18,2.57,21.39452406
13,0.17,26,26,26,27,27,34,27,27,12,2.18,2.57,24.57620321
13,0.1,21,21,20,15,20,15,20,20,12,2.18,2.57,20.23258038
15,0.08,25,25,24,22,25,33,26,25,12,2.18,2.57,24.80615232
23,0.07,20,20,19,15,19,16,20,20,12,2.18,2.57,21.50353328
13,0.17,26,27,28,29,27,29,26,27,12,2.18,2.57,24.40578892
13,0.07,25,25,25,25,25,25,25,26,12,2.18,2.57,24.60743927
21,0.29,25,25,25,25,25,26,25,26,12,2.18,2.57,24.89943321
13,0.19,26,27,27,30,28,33,27,27,12,2.18,2.57,24.4647464
14,0.18,26,26,27,27,27,26,26,26,12,2.18,2.57,23.96156609
14,0.04,25,25,24,23,24,24,25,25,12,2.18,2.57,24.88952297
16,0.29,27,27,27,26,28,33,28,27,12,2.18,2.57,24.61132605
19,0.22,26,26,26,22,27,23,26,26,12,2.18,2.57,24.78602107
18,0.31,26,26,26,26,26,26,26,26,12,2.18,2.57,24.34356071
26,0.08,21,22,21,15,22,13,21,20,12,2.18,2.57,22.44574804
20,0.24,26,26,26,22,27,24,26,26,12,2.18,2.57,25.06920606
19,0.21,25,25,26,22,25,22,25,25,12,2.18,2.57,24.21295418
18,0.01,22,23,23,17,23,17,22,22,12,2.18,2.57,23.21656971
13,0.23,26,27,27,28,29,32,27,27,12,2.18,2.57,23.9280933
11,0.09,24,25,25,20,25,21,24,24,12,2.18,2.57,23.15301813
16,0.01,22,22,21,19,21,19,22,22,12,2.18,2.57,23.08922262
14,0.19,26,26,28,32,27,26,26,26,12,2.18,2.57,23.96793588
18,0.25,26,26,26,26,26,26,25,26,12,2.18,2.57,24.34411209
20,0.25,25,26,25,24,26,35,26,26,12,2.18,2.57,24.92906651
14,0.17,26,26,27,22,27,24,26,26,12,2.18,2.57,23.8172175
25,0.08,21,21,20,17,20,17,20,20,12,2.18,2.57,22.16823183
16,0.09,25,25,25,23,25,23,24,25,12,2.18,2.57,24.30226364
17,0.05,25,25,25,22,24,22,25,25,12,2.18,2.57,25.01855267
13,0.15,26,27,27,27,28,28,27,27,12,2.18,2.57,24.84160958
13,0.08,25,25,23,24,24,30,25,25,12,2.18,2.57,24.29367789
18,0.11,25,26,25,23,25,29,25,25,12,2.18,2.57,25.02091456
13,0.19,26,26,27,29,27,27,26,26,12,2.18,2.57,23.71218105
17,0.04,21,21,21,19,21,19,21,21,12,2.18,2.57,22.08877913
19,0.14,25,25,26,22,25,22,24,25,12,2.18,2.57,24.53155764
13,0.08,25,25,26,23,26,23,25,25,12,2.18,2.57,24.25331974
18,0.23,25,26,25,23,25,29,25,25,12,2.18,2.57,24.03733467
13,0.15,26,27,27,28,27,30,27,27,12,2.18,2.57,24.65709541
13,0.05,25,26,27,20,27,22,25,25,12,2.18,2.57,24.68472583
15,0.2,26,27,27,26,28,25,27,27,12,2.18,2.57,24.510416
20,0.31,26,26,27,23,27,25,26,26,12,2.18,2.57,24.96756162
15,0.1,21,21,20,16,20,15,20,20,12,2.18,2.57,20.62005538
14,0.1,25,26,25,32,26,26,26,25,12,2.18,2.57,24.81767032
20,0.05,25,25,24,23,24,23,24,25,12,2.18,2.57,25.16549743
15,0.12,25,26,26,23,26,22,25,25,12,2.18,2.57,24.11761628
13,0.21,26,27,27,29,28,35,27,27,12,2.18,2.57,24.13566735
13,0.21,27,27,28,31,28,32,27,27,12,2.18,2.57,24.38818498
21,0.23,26,26,26,24,26,31,26,26,12,2.18,2.57,25.39939979
14,0.09,22,22,22,17,22,17,21,21,12,2.18,2.57,21.39018909
14,0.04,22,23,23,19,23,16,22,22,12,2.18,2.57,22.63115884
12,0.05,25,25,26,22,26,22,24,25,12,2.18,2.57,24.11106263
14,0.13,25,26,25,24,25,24,25,26,12,2.18,2.57,24.21288685
13,0.25,27,27,29,33,28,30,27,27,12,2.18,2.57,24.08657381
13,0.22,27,27,28,30,28,25,28,27,12,2.18,2.57,24.26177337
13,0.1,26,26,26,29,27,25,26,26,12,2.18,2.57,24.90157992
14,0.2,26,26,28,29,27,28,26,26,12,2.18,2.57,23.82870479
18,0.11,20,20,19,16,19,16,19,19,12,2.18,2.57,20.50123891
18,0.06,21,21,20,15,20,14,20,21,12,2.18,2.57,21.39368931
16,0.03,23,24,22,21,22,28,24,23,12,2.18,2.57,24.14090123
16,0.01,23,24,22,17,22,23,23,23,12,2.18,2.57,23.8940418
14,0.14,26,25,26,23,26,30,26,26,12,2.18,2.57,24.36061286
16,0.19,26,26,26,27,26,24,26,26,12,2.18,2.57,24.34735007
13,0.09,25,25,26,26,26,26,25,25,12,2.18,2.57,24.20475707
18,0.31,26,26,27,29,27,27,26,26,12,2.18,2.57,24.46459032
13,0.14,26,27,27,31,28,28,26,26,12,2.18,2.57,24.56624169
13,0.2,26,27,27,33,27,23,28,26,12,2.18,2.57,24.08753721
12,0.02,23,25,24,27,23,17,25,23,12,2.18,2.57,24.82248098
13,0.09,25,25,25,25,25,25,25,25,12,2.18,2.57,24.15338731
20,0.27,25,25,25,23,25,23,25,25,12,2.18,1.25,24.38513914
13,0.25,27,27,28,31,28,32,27,27,12,2.18,1.25,24.43293913
16,0.06,25,25,24,23,24,23,25,25,12,2.18,1.25,24.65246949
16,0.26,26,28,26,29,27,28,27,26,12,2.18,1.25,24.65048609
25,0.08,21,21,20,14,20,14,20,20,12,2.18,1.25,21.88195576
18,0.31,26,27,28,35,28,25,27,26,12,2.18,1.25,24.74699006
13,0.24,27,28,28,31,28,27,28,27,12,2.18,1.25,24.60860681
13,0.15,26,26,27,26,27,26,26,27,12,2.18,1.25,24.52081064
15,0.25,26,26,27,27,28,31,26,27,12,2.18,1.25,24.33054868
13,0.18,26,26,26,27,28,36,27,27,12,2.18,1.25,24.54890191
11,0.04,24,24,25,27,24,20,24,23,12,2.18,1.25,24.08449215
13,0.09,26,26,27,26,27,26,26,26,12,2.18,1.25,24.76120258
17,0.09,25,25,25,22,25,22,25,25,12,2.18,1.25,24.4872
13,0.11,26,26,26,27,27,27,26,26,12,2.18,1.25,24.69293467
13,0.15,26,26,26,28,27,35,27,27,12,2.18,1.25,24.92067515
19,0.02,23,24,22,19,22,24,23,23,12,2.18,1.25,24.00688719
16,0.06,24,24,25,22,24,21,24,24,12,2.18,1.25,24.03311016
13,0.1,25,26,25,27,26,30,26,26,12,2.18,1.25,24.68701938
15,0.11,21,21,20,16,20,15,21,21,12,2.18,1.25,20.87320723
14,0.18,26,26,26,25,26,33,26,26,12,2.18,1.25,24.13036488
19,0.13,25,25,25,24,25,25,25,26,12,2.18,1.25,25.11296744
18,0.03,23,23,23,22,23,20,23,23,12,2.18,1.25,23.91200696
11,0.1,24,24,25,23,24,21,23,23,12,2.18,1.25,22.5300705
14,0.11,25,27,26,28,26,24,26,25,12,2.18,1.25,24.70214813
25,0.07,22,23,22,14,22,14,21,21,12,2.18,1.25,22.72547852
25,0.07,21,21,20,15,20,15,20,21,12,2.18,1.25,22.11577437
18,0.14,25,26,26,22,26,22,25,25,12,2.18,1.25,24.66101412
18,0.03,23,23,22,20,22,22,23,23,12,2.18,1.25,23.73977972
15,0.2,26,26,26,26,26,35,27,26,12,2.18,1.25,24.53347251
18,0.29,26,26,27,35,27,24,27,26,12,2.18,1.25,24.94657296
16,0.16,26,26,27,23,26,24,26,26,12,2.18,1.25,24.57791191
13,0.04,22,23,23,20,23,17,22,22,12,2.18,1.25,22.62504056
17,0.24,26,27,27,25,29,24,26,26,12,2.18,1.25,24.72998244
13,0.19,26,26,27,29,28,27,26,27,12,2.18,1.25,24.20643353
15,0.21,26,27,28,34,27,24,28,26,12,2.18,1.25,24.75146106
15,0.03,23,24,24,27,24,15,25,23,12,2.18,1.25,24.68961388
16,0.21,26,27,28,34,27,24,28,26,12,2.18,1.25,24.8931912
13,0.09,26,26,27,26,27,26,26,26,12,2.18,1.25,24.76120258
17,0.22,26,26,26,26,26,32,26,26,12,2.18,1.25,24.62518538
15,0.07,21,21,21,20,21,20,21,21,12,2.18,1.25,21.55203475
14,0.01,22,23,21,20,21,19,23,22,12,2.18,1.25,23.31575589
11,0.11,26,26,27,28,27,22,27,25,12,2.18,1.25,24.29697375
16,0.2,26,26,28,34,27,23,26,25,12,2.18,1.25,24.1980664
20,0.31,26,26,28,30,27,25,26,26,12,2.18,1.25,25.20748553
13,0.2,26,26,26,27,27,34,27,27,12,2.18,1.25,24.33829339
11,0.09,22,22,22,17,22,17,22,22,12,2.18,1.25,21.01587201
20,0.29,26,26,27,30,27,25,26,26,12,2.18,1.25,25.16147268
19,0.3,26,26,28,35,27,24,27,26,12,2.18,1.25,25.13715221
16,0.14,25,25,25,24,25,24,25,25,12,2.18,1.25,24.23529359
13,0.05,25,26,25,27,25,20,26,25,12,2.18,1.25,25.22797433
19,0.03,24,24,24,21,24,21,23,23,12,2.18,1.25,24.25299473
11,0.1,25,26,24,20,24,28,25,25,12,2.18,1.25,23.15178142
13,0.14,26,27,27,27,27,26,26,26,12,2.18,1.25,24.46803193
13,0.16,27,27,27,27,28,34,28,27,12,2.18,1.25,25.09937757
13,0.17,26,27,28,27,27,27,26,27,12,2.18,1.25,24.39600462
19,0.18,25,26,26,25,26,24,25,26,12,2.18,1.25,24.80188888
13,0.1,25,26,26,25,26,25,25,26,12,2.18,1.25,24.53147204
21,0.19,25,25,25,24,25,24,25,25,12,2.18,1.25,24.85772875
19,0.29,26,26,26,26,27,26,26,26,12,2.18,1.25,24.87111211
18,0.22,26,26,26,24,26,33,26,26,12,2.18,1.25,24.67544192
18,0.01,24,24,22,20,22,22,23,23,12,2.18,1.25,24.2117247
14,0.18,26,26,26,26,26,34,26,26,12,2.18,1.25,24.28811449
16,0.31,26,28,27,32,28,23,28,27,12,2.18,1.25,24.78923037
13,0.21,26,27,28,30,28,30,26,27,12,2.18,1.25,24.32673042
15,0.15,25,27,25,31,25,29,26,25,12,2.18,1.25,24.59829304
18,0.25,25,25,25,25,25,26,25,25,12,2.18,1.25,24.03109696
15,0.04,25,25,25,22,25,22,24,25,12,2.18,1.25,24.64731093
13,0.19,26,27,27,26,27,27,27,27,12,2.18,1.25,24.34933569
14,0.08,25,25,25,23,25,25,25,25,12,2.18,1.25,24.14380807
16,0.11,25,25,24,24,24,24,24,25,12,2.18,1.25,24.17864722
16,0.21,26,26,27,31,27,24,26,26,12,2.18,1.25,24.52988475
18,0.03,23,23,23,20,23,20,23,23,12,2.18,1.25,23.78600781
17,0.05,24,25,24,23,24,23,24,24,12,2.18,1.25,24.43338489
14,0.17,26,26,27,33,27,22,27,26,12,2.18,1.25,24.50414473
13,0.17,26,27,27,31,28,28,26,27,12,2.18,1.25,24.50867291
18,0.29,26,26,27,31,27,25,26,26,12,2.18,1.25,24.66821032
14,0.1,25,25,26,24,26,24,25,26,12,2.18,1.25,24.3698634
18,0.31,26,26,26,27,26,25,26,26,12,2.18,1.25,24.53977218
19,0.31,26,26,26,26,26,25,25,26,12,2.18,1.25,24.58052004
12,0.06,22,22,20,17,20,17,22,22,12,2.18,1.25,21.61759615
12,0.1,22,22,21,17,21,17,22,22,12,2.18,1.25,21.06077931
11,0.11,23,23,23,19,23,19,22,23,12,2.18,1.25,21.48040585
13,0.23,27,27,28,32,28,30,27,27,12,2.18,1.25,24.52496022
16,0.08,25,25,26,24,26,23,25,25,12,2.18,1.25,24.8063967
21,0.06,25,25,24,23,24,23,25,25,12,2.18,1.25,25.31796157
18,0.31,26,27,26,25,27,32,27,27,12,2.18,1.25,25.10721436
19,0.18,25,25,25,23,25,23,24,25,12,2.18,1.25,24.43956841
17,0.03,23,23,22,21,22,20,23,23,12,2.18,1.25,23.65814648
18,0.16,25,26,26,24,26,24,25,26,12,2.18,1.25,24.63760448
14,0.07,25,26,25,25,25,27,25,26,12,2.18,1.25,24.88258429
20,0.02,22,22,21,21,21,21,21,21,12,2.18,1.25,22.8487312
17,0.31,26,26,27,32,27,25,26,26,12,2.18,1.25,24.47605253
15,0.19,26,26,27,31,27,28,26,26,12,2.18,1.25,24.38486593
13,0.17,27,27,27,29,28,36,27,27,12,2.18,1.25,24.90524783
18,0.29,26,26,27,31,27,25,26,26,12,2.18,1.25,24.66821032
18,0.3,26,27,28,27,28,24,26,26,12,2.18,1.25,24.64472067
19,0.29,26,27,27,27,27,25,26,26,12,2.18,1.25,24.93742047
14,0.15,26,26,26,27,27,27,26,26,12,2.18,1.25,24.49745103
13,0.23,27,27,28,36,29,28,28,27,12,2.18,1.25,24.68938537
19,0.2,25,26,25,26,26,28,25,26,12,2.18,1.25,24.8523579
17,0.01,24,24,23,20,23,19,24,23,12,2.18,1.25,24.3473088
13,0.18,26,26,27,27,27,28,26,27,12,2.18,1.25,24.20781063
12,0.07,23,23,22,20,22,24,23,23,12,2.18,1.25,22.50722219
21,0.02,22,22,22,21,22,21,22,22,12,2.18,1.25,23.42391975
12,0.07,24,24,23,20,23,19,23,24,12,2.18,1.25,22.75190175
19,0.2,25,26,25,24,25,28,26,25,12,2.18,1.25,24.63093722
18,0.24,25,25,26,27,26,24,25,25,12,2.18,1.25,24.35249048
13,0.12,25,26,27,25,27,23,26,25,12,2.18,1.25,24.21191717
19,0.01,23,23,22,20,22,21,23,23,12,2.18,1.25,24.02140794
14,0.05,24,26,24,26,24,25,25,24,12,2.18,1.25,24.65749363
12,0.07,24,24,24,20,24,20,23,23,12,2.18,1.25,22.63210315
20,0.25,26,26,25,25,26,31,26,26,12,2.18,1.25,25.38795902
